filename	SOURCE	CUE	CONTENT
breitbart_2015-11-19_exclusive-excerpt-dinesh-d-souza.xml.conll.features.foreval	335,336	336,337	337,357
breitbart_2015-11-19_exclusive-excerpt-dinesh-d-souza.xml.conll.features.foreval	357,358	358,366	366,399
breitbart_2015-11-19_exclusive-excerpt-dinesh-d-souza.xml.conll.features.foreval	400,401	401,402	403,518
breitbart_2015-11-19_exclusive-excerpt-dinesh-d-souza.xml.conll.features.foreval	569,571	577,578	578,583
breitbart_2015-11-19_exclusive-excerpt-dinesh-d-souza.xml.conll.features.foreval	584,585	585,588	588,589
breitbart_2015-11-19_exclusive-excerpt-dinesh-d-souza.xml.conll.features.foreval	602,605	605,608	608,611
breitbart_2015-11-19_exclusive-excerpt-dinesh-d-souza.xml.conll.features.foreval	626,628	628,629	612,626
breitbart_2015-11-19_exclusive-excerpt-dinesh-d-souza.xml.conll.features.foreval	665,667	667,670	670,671
breitbart_2015-11-19_exclusive-excerpt-dinesh-d-souza.xml.conll.features.foreval	658,660	660,663	663,664
breitbart_2015-11-19_exclusive-excerpt-dinesh-d-souza.xml.conll.features.foreval	676,678	678,679	679,685
breitbart_2015-11-19_exclusive-excerpt-dinesh-d-souza.xml.conll.features.foreval	700,702	702,706	707,712
breitbart_2015-11-19_exclusive-excerpt-dinesh-d-souza.xml.conll.features.foreval	712,713	722,732	732,744
breitbart_2015-11-19_exclusive-excerpt-dinesh-d-souza.xml.conll.features.foreval	750,751	751,752	745,750
breitbart_2015-11-19_exclusive-excerpt-dinesh-d-souza.xml.conll.features.foreval	805,806	806,807	807,813
breitbart_2015-11-19_exclusive-excerpt-dinesh-d-souza.xml.conll.features.foreval	815,817	817,820	822,856
breitbart_2015-11-19_exclusive-excerpt-dinesh-d-souza.xml.conll.features.foreval	869,870	870,871	865,869
breitbart_2015-11-19_exclusive-excerpt-dinesh-d-souza.xml.conll.features.foreval	1325,1326	1326,1327	1215,1324
breitbart_2015-11-19_exclusive-excerpt-dinesh-d-souza.xml.conll.features.foreval	1339,1340	1340,1342	1342,1357
breitbart_2015-11-19_exclusive-excerpt-dinesh-d-souza.xml.conll.features.foreval	1365,1366	1366,1367	1358,1365
breitbart_2015-11-19_exclusive-excerpt-dinesh-d-souza.xml.conll.features.foreval	1478,1479	1479,1480	1482,1488
breitbart_2015-11-19_exclusive-excerpt-dinesh-d-souza.xml.conll.features.foreval	1490,1491	1491,1492	1489,1490
breitbart_2015-11-19_exclusive-excerpt-dinesh-d-souza.xml.conll.features.foreval	1515,1516	1516,1526	1526,1528
breitbart_2015-11-19_exclusive-excerpt-dinesh-d-souza.xml.conll.features.foreval	1545,1546	1546,1548	1548,1549
breitbart_2015-11-19_exclusive-excerpt-dinesh-d-souza.xml.conll.features.foreval	1566,1567	1567,1573	1573,1579
breitbart_2015-11-19_exclusive-excerpt-dinesh-d-souza.xml.conll.features.foreval	1600,1601	1601,1604	1605,1625
breitbart_2015-11-19_exclusive-excerpt-dinesh-d-souza.xml.conll.features.foreval	1705,1707	1707,1713	1714,1724
breitbart_2015-11-19_exclusive-excerpt-dinesh-d-souza.xml.conll.features.foreval	1727,1728	1728,1729	1730,1740
breitbart_2015-11-19_exclusive-excerpt-dinesh-d-souza.xml.conll.features.foreval	1741,1742	1742,1743	1744,1846
breitbart_2015-11-19_exclusive-excerpt-dinesh-d-souza.xml.conll.features.foreval		1846,1848	1848,1856
breitbart_2015-11-19_exclusive-excerpt-dinesh-d-souza.xml.conll.features.foreval	1857,1859	1859,1863	1863,1865
breitbart_2015-11-19_exclusive-excerpt-dinesh-d-souza.xml.conll.features.foreval	1925,1927	1927,1928	1928,1943
breitbart_2015-11-19_exclusive-excerpt-dinesh-d-souza.xml.conll.features.foreval		1953,1959	1959,1961
breitbart_2015-11-19_exclusive-excerpt-dinesh-d-souza.xml.conll.features.foreval	1952,1953	1962,1966	1966,1988
breitbart_2015-11-19_exclusive-excerpt-dinesh-d-souza.xml.conll.features.foreval		1989,1992	1992,2014
breitbart_2015-11-19_exclusive-excerpt-dinesh-d-souza.xml.conll.features.foreval	2042,2043	2043,2044	2041,2042
breitbart_2015-11-19_exclusive-excerpt-dinesh-d-souza.xml.conll.features.foreval		2037,2040	2045,2063
breitbart_2015-11-19_exclusive-excerpt-dinesh-d-souza.xml.conll.features.foreval	2084,2085	2085,2086	2086,2099
breitbart_2015-11-19_exclusive-excerpt-dinesh-d-souza.xml.conll.features.foreval	2253,2254	2254,2256	2256,2275
breitbart_2015-11-19_exclusive-excerpt-dinesh-d-souza.xml.conll.features.foreval	2220,2221	2221,2224	2224,2229
breitbart_2015-11-19_exclusive-excerpt-dinesh-d-souza.xml.conll.features.foreval	2292,2293	2293,2296	2296,2298
breitbart_2015-11-19_exclusive-excerpt-dinesh-d-souza.xml.conll.features.foreval	2299,2301	2301,2302	2302,2311
breitbart_2015-11-19_exclusive-excerpt-dinesh-d-souza.xml.conll.features.foreval	2322,2323	2323,2326	2326,2360
breitbart_2015-11-19_exclusive-excerpt-dinesh-d-souza.xml.conll.features.foreval	2437,2438	2438,2439	2439,2442
breitbart_2015-11-19_exclusive-excerpt-dinesh-d-souza.xml.conll.features.foreval	2559,2561	2561,2563	2563,2570
breitbart_2015-11-19_exclusive-excerpt-dinesh-d-souza.xml.conll.features.foreval	2691,2693	2687,2691	2684,2687
breitbart_2015-11-19_exclusive-excerpt-dinesh-d-souza.xml.conll.features.foreval	2703,2704	2704,2705	2705,2707
breitbart_2015-11-19_exclusive-excerpt-dinesh-d-souza.xml.conll.features.foreval	2717,2718	2718,2719	2721,2738
breitbart_2015-11-19_exclusive-excerpt-dinesh-d-souza.xml.conll.features.foreval	2750,2751	2751,2752	2739,2750
breitbart_2015-11-19_exclusive-excerpt-dinesh-d-souza.xml.conll.features.foreval	2766,2767	2767,2769	2769,2772
breitbart_2015-11-19_exclusive-excerpt-dinesh-d-souza.xml.conll.features.foreval	2784,2785	2785,2786	2777,2784
breitbart_2015-11-19_exclusive-excerpt-dinesh-d-souza.xml.conll.features.foreval	2814,2815	2815,2816	2817,2834
breitbart_2015-11-19_exclusive-excerpt-dinesh-d-souza.xml.conll.features.foreval	2855,2857	2857,2858	2858,2860
breitbart_2015-11-19_exclusive-excerpt-dinesh-d-souza.xml.conll.features.foreval	2866,2867	2867,2869	2869,2874
breitbart_2015-11-19_exclusive-excerpt-dinesh-d-souza.xml.conll.features.foreval	2880,2881	2881,2882	2882,2894
breitbart_2015-11-19_exclusive-excerpt-dinesh-d-souza.xml.conll.features.foreval	2897,2899	2899,2901	2901,2925
breitbart_2015-11-19_exclusive-excerpt-dinesh-d-souza.xml.conll.features.foreval	2982,2983	2983,2985	2985,2999
breitbart_2015-11-19_exclusive-excerpt-dinesh-d-souza.xml.conll.features.foreval	3125,3126	3126,3127	3133,3137
breitbart_2015-11-19_exclusive-excerpt-dinesh-d-souza.xml.conll.features.foreval	3060,3061	3061,3062	3062,3068
breitbart_2015-11-19_exclusive-excerpt-dinesh-d-souza.xml.conll.features.foreval	3076,3077	3077,3080	3080,3083
breitbart_2015-11-19_exclusive-excerpt-dinesh-d-souza.xml.conll.features.foreval	3098,3099	3099,3100	3100,3124
breitbart_2015-11-19_exclusive-excerpt-dinesh-d-souza.xml.conll.features.foreval	3139,3140	3140,3144	3144,3181
breitbart_2015-11-19_exclusive-excerpt-dinesh-d-souza.xml.conll.features.foreval	3255,3256	3256,3259	3266,3272
breitbart_2015-11-19_exclusive-excerpt-dinesh-d-souza.xml.conll.features.foreval	3291,3292	3292,3293	3289,3291
breitbart_2015-11-19_hillary-clinton-calls-on-u-s-to-.xml.conll.features.foreval	0,2	2,3	5,14
breitbart_2015-11-19_hillary-clinton-calls-on-u-s-to-.xml.conll.features.foreval	53,54	54,55	55,70
breitbart_2015-11-19_hillary-clinton-calls-on-u-s-to-.xml.conll.features.foreval	24,34	34,37	37,52
breitbart_2015-11-19_hillary-clinton-calls-on-u-s-to-.xml.conll.features.foreval	71,72	72,75	75,89
breitbart_2015-11-19_hillary-clinton-calls-on-u-s-to-.xml.conll.features.foreval	108,109	109,112	112,144
breitbart_2015-11-19_hillary-clinton-calls-on-u-s-to-.xml.conll.features.foreval	166,167	167,168	145,166
breitbart_2015-11-19_hillary-clinton-calls-on-u-s-to-.xml.conll.features.foreval	273,274	274,275	239,273
breitbart_2015-11-19_hillary-clinton-calls-on-u-s-to-.xml.conll.features.foreval	305,309	309,312	312,337
breitbart_2015-11-19_hillary-clinton-calls-on-u-s-to-.xml.conll.features.foreval		339,343	343,355
breitbart_2015-11-19_hillary-clinton-calls-on-u-s-to-.xml.conll.features.foreval	338,339	356,357	357,365
breitbart_2015-11-23_breitbart-news-daily-a-world-at-.xml.conll.features.foreval	71,73	73,74	74,85
breitbart_2015-11-23_breitbart-news-daily-a-world-at-.xml.conll.features.foreval	138,141	141,143	143,160
breitbart_2015-11-23_breitbart-news-daily-a-world-at-.xml.conll.features.foreval	161,166	166,168	168,178
breitbart_2015-11-23_breitbart-news-daily-a-world-at-.xml.conll.features.foreval	179,184	184,192	192,198
breitbart_2015-11-23_breitbart-news-daily-a-world-at-.xml.conll.features.foreval	199,204	204,212	212,223
breitbart_2015-11-23_breitbart-news-daily-a-world-at-.xml.conll.features.foreval	249,251	251,252	252,255
breitbart_2015-11-23_breitbart-news-daily-a-world-at-.xml.conll.features.foreval	285,289	289,297	297,309
breitbart_2015-12-02_john-mccain-republican-populist-.xml.conll.features.foreval	0,2	2,3	3,16
breitbart_2015-12-02_john-mccain-republican-populist-.xml.conll.features.foreval	16,19	19,20	20,50
breitbart_2015-12-02_john-mccain-republican-populist-.xml.conll.features.foreval		66,67	51,65
breitbart_2015-12-02_john-mccain-republican-populist-.xml.conll.features.foreval	65,66	68,69	69,78
breitbart_2015-12-02_john-mccain-republican-populist-.xml.conll.features.foreval		105,106	79,104
breitbart_2015-12-02_john-mccain-republican-populist-.xml.conll.features.foreval	104,105	107,108	108,119
breitbart_2015-12-02_john-mccain-republican-populist-.xml.conll.features.foreval	135,136	136,137	137,161
breitbart_2015-12-02_john-mccain-republican-populist-.xml.conll.features.foreval	195,196	196,197	162,195
breitbart_2015-12-03_graham-trump-s-incredibly-hatefu.xml.conll.features.foreval	0,1	1,2	2,16
breitbart_2015-12-03_graham-trump-s-incredibly-hatefu.xml.conll.features.foreval	31,39	39,41	41,48
breitbart_2015-12-03_graham-trump-s-incredibly-hatefu.xml.conll.features.foreval	50,51	51,52	49,50
breitbart_2015-12-03_graham-trump-s-incredibly-hatefu.xml.conll.features.foreval	66,67	67,68	69,105
breitbart_2015-12-03_graham-trump-s-incredibly-hatefu.xml.conll.features.foreval	105,106	106,107	108,170
breitbart_2015-12-03_graham-trump-s-incredibly-hatefu.xml.conll.features.foreval	170,171	171,172	195,237
breitbart_2015-12-04_bellwether-county-says-trump-sho.xml.conll.features.foreval	0,2	2,3	3,8
breitbart_2015-12-04_bellwether-county-says-trump-sho.xml.conll.features.foreval	40,45	38,40	9,37
breitbart_2015-12-04_bellwether-county-says-trump-sho.xml.conll.features.foreval	85,101	101,103	104,135
breitbart_2015-12-04_bellwether-county-says-trump-sho.xml.conll.features.foreval	163,165	155,156	156,162
breitbart_2015-12-04_bellwether-county-says-trump-sho.xml.conll.features.foreval	179,180	177,179	166,176
breitbart_2015-12-04_bellwether-county-says-trump-sho.xml.conll.features.foreval	181,182	182,183	183,232
breitbart_2015-12-04_bellwether-county-says-trump-sho.xml.conll.features.foreval		240,243	238,240
breitbart_2015-12-04_bellwether-county-says-trump-sho.xml.conll.features.foreval	412,415	415,417	417,504
breitbart_2015-12-04_bellwether-county-says-trump-sho.xml.conll.features.foreval	264,279	279,280	280,412
breitbart_2015-12-04_bellwether-county-says-trump-sho.xml.conll.features.foreval		523,524	518,521
breitbart_2015-12-04_bellwether-county-says-trump-sho.xml.conll.features.foreval	531,534	534,535	535,539
breitbart_2015-12-04_bellwether-county-says-trump-sho.xml.conll.features.foreval	541,542	542,543	544,572
breitbart_2015-12-04_bellwether-county-says-trump-sho.xml.conll.features.foreval	574,580	572,574	581,594
breitbart_2015-12-04_san-bernardino-terror-suspect-na.xml.conll.features.foreval	5,7	4,5	0,4
breitbart_2015-12-04_san-bernardino-terror-suspect-na.xml.conll.features.foreval	85,87	87,88	88,97
breitbart_2015-12-04_san-bernardino-terror-suspect-na.xml.conll.features.foreval	117,123	115,117	114,115
breitbart_2015-12-04_san-bernardino-terror-suspect-na.xml.conll.features.foreval	224,227	222,224	218,222
breitbart_2015-12-04_san-bernardino-terror-suspect-na.xml.conll.features.foreval		209,212	212,214
breitbart_2015-12-04_san-bernardino-terror-suspect-na.xml.conll.features.foreval	251,253	253,255	255,256
breitbart_2015-12-04_san-bernardino-terror-suspect-na.xml.conll.features.foreval	445,448	448,451	455,466
breitbart_2015-12-04_san-bernardino-terror-suspect-na.xml.conll.features.foreval	642,645	645,646	647,729
breitbart_2015-12-04_san-bernardino-terror-suspect-na.xml.conll.features.foreval	730,731	731,733	733,742
breitbart_2015-12-04_san-bernardino-terror-suspect-na.xml.conll.features.foreval	743,748	748,749	749,757
breitbart_2015-12-04_san-bernardino-terror-suspect-na.xml.conll.features.foreval	766,769	769,770	770,780
breitbart_2015-12-04_san-bernardino-terror-suspect-na.xml.conll.features.foreval	805,820	783,788	788,800
breitbart_2015-12-04_san-bernardino-terror-suspect-na.xml.conll.features.foreval		34,42	30,34
breitbart_2015-12-04_san-bernardino-terror-suspect-na.xml.conll.features.foreval	58,61	62,64	64,79
breitbart_2015-12-04_san-bernardino-terror-suspect-na.xml.conll.features.foreval	831,832	832,835	835,988
breitbart_2015-12-04_san-bernardino-terror-suspect-na.xml.conll.features.foreval	101,102	102,103	103,107
breitbart_2015-12-04_san-bernardino-terror-suspect-na.xml.conll.features.foreval	191,192	192,193	193,197
breitbart_2015-12-04_san-bernardino-terror-suspect-na.xml.conll.features.foreval	236,238	238,240	240,244
breitbart_2015-12-04_san-bernardino-terror-suspect-na.xml.conll.features.foreval		280,286	287,303
breitbart_2015-12-04_san-bernardino-terror-suspect-na.xml.conll.features.foreval	416,418	418,419	419,439
breitbart_2015-12-04_san-bernardino-terror-suspect-na.xml.conll.features.foreval	468,472	472,487	487,582
breitbart_2015-12-04_san-bernardino-terror-suspect-na.xml.conll.features.foreval	582,584	584,586	586,595
breitbart_2015-12-04_san-bernardino-terror-suspect-na.xml.conll.features.foreval	611,612	612,616	616,624
breitbart_2015-12-04_san-bernardino-terror-suspect-na.xml.conll.features.foreval	278,280	303,304	304,416
breitbart_2015-12-04_san-bernardino-terror-suspect-na.xml.conll.features.foreval	1050,1052	1052,1055	1055,1060
breitbart_2015-12-07_clinton-camp-trump-s-islamaphobi.xml.conll.features.foreval	0,2	2,3	3,9
breitbart_2015-12-07_clinton-camp-trump-s-islamaphobi.xml.conll.features.foreval	34,39	42,44	44,55
breitbart_2015-12-07_clinton-camp-trump-s-islamaphobi.xml.conll.features.foreval	55,66	72,73	75,97
breitbart_2015-12-07_clinton-camp-trump-s-islamaphobi.xml.conll.features.foreval	97,99	99,104	104,145
breitbart_2015-12-07_clinton-camp-trump-s-islamaphobi.xml.conll.features.foreval	145,149	149,150	150,168
breitbart_2015-12-07_clinton-camp-trump-s-islamaphobi.xml.conll.features.foreval	175,179	170,174	168,170
breitbart_2015-12-07_clinton-camp-trump-s-islamaphobi.xml.conll.features.foreval	183,188	188,189	189,194
breitbart_2015-12-07_clinton-camp-trump-s-islamaphobi.xml.conll.features.foreval	194,197	197,198	198,206
breitbart_2015-12-07_clinton-camp-trump-s-islamaphobi.xml.conll.features.foreval	212,217	217,218	218,221
breitbart_2015-12-07_clinton-camp-trump-s-islamaphobi.xml.conll.features.foreval	235,239	249,250	250,270
breitbart_2015-12-07_clinton-camp-trump-s-islamaphobi.xml.conll.features.foreval	270,275	275,276	282,292
breitbart_2015-12-07_clinton-camp-trump-s-islamaphobi.xml.conll.features.foreval	293,296	296,300	300,306
breitbart_2015-12-07_clinton-camp-trump-s-islamaphobi.xml.conll.features.foreval		308,313	307,308
breitbart_2015-12-10_millennial-democratics-prefer-be.xml.conll.features.foreval	0,2	2,3	3,5
breitbart_2015-12-10_millennial-democratics-prefer-be.xml.conll.features.foreval	32,35	35,36	16,26
breitbart_2015-12-10_millennial-democratics-prefer-be.xml.conll.features.foreval	28,29		29,31
breitbart_2015-12-10_millennial-democratics-prefer-be.xml.conll.features.foreval	37,59	60,62	62,72
breitbart_2015-12-10_millennial-democratics-prefer-be.xml.conll.features.foreval	73,75	75,76	76,87
breitbart_2015-12-10_millennial-democratics-prefer-be.xml.conll.features.foreval	89,91	91,92	92,97
breitbart_2015-12-10_millennial-democratics-prefer-be.xml.conll.features.foreval	98,100	100,101	101,107
breitbart_2015-12-10_millennial-democratics-prefer-be.xml.conll.features.foreval	108,110	110,112	112,122
breitbart_2015-12-10_millennial-democratics-prefer-be.xml.conll.features.foreval	132,133	133,134	134,135
breitbart_2015-12-10_millennial-democratics-prefer-be.xml.conll.features.foreval	148,150	150,151	151,161
breitbart_2015-12-10_millennial-democratics-prefer-be.xml.conll.features.foreval	192,193	193,194	194,195
breitbart_2015-12-10_millennial-democratics-prefer-be.xml.conll.features.foreval	200,206	206,207	207,208
breitbart_2015-12-10_millennial-democratics-prefer-be.xml.conll.features.foreval	246,248	248,250	250,258
breitbart_2015-12-11_charles-barkley-takes-on-donald-.xml.conll.features.foreval	44,46	46,52	52,59
breitbart_2015-12-11_charles-barkley-takes-on-donald-.xml.conll.features.foreval	83,84	84,85	60,83
breitbart_2015-12-11_charles-barkley-takes-on-donald-.xml.conll.features.foreval	187,188	188,189	189,193
breitbart_2015-12-11_charles-barkley-takes-on-donald-.xml.conll.features.foreval	185,186	194,195	195,206
breitbart_2015-12-11_charles-barkley-takes-on-donald-.xml.conll.features.foreval	207,208	208,210	219,233
breitbart_2015-12-11_charles-barkley-takes-on-donald-.xml.conll.features.foreval	244,245	245,246	233,244
breitbart_2015-12-11_exclusive-maria-espinoza-anti-il.xml.conll.features.foreval	40,42	42,45	45,55
breitbart_2015-12-11_exclusive-maria-espinoza-anti-il.xml.conll.features.foreval	56,57	57,60	60,67
breitbart_2015-12-11_exclusive-maria-espinoza-anti-il.xml.conll.features.foreval	110,111	111,112	68,110
breitbart_2015-12-11_exclusive-maria-espinoza-anti-il.xml.conll.features.foreval	131,132	132,133	115,131
breitbart_2015-12-11_exclusive-maria-espinoza-anti-il.xml.conll.features.foreval	169,170	170,178	178,183
breitbart_2015-12-11_exclusive-maria-espinoza-anti-il.xml.conll.features.foreval	214,215	215,216	199,214
breitbart_2015-12-11_exclusive-maria-espinoza-anti-il.xml.conll.features.foreval	301,302	302,303	218,301
breitbart_2015-12-11_trump-cruz-has-to-come-a-long-wa.xml.conll.features.foreval	0,1	1,2	2,29
breitbart_2015-12-11_trump-cruz-has-to-come-a-long-wa.xml.conll.features.foreval	29,34	34,35	35,85
breitbart_2015-12-11_trump-cruz-has-to-come-a-long-wa.xml.conll.features.foreval	93,94	94,95	95,143
breitbart_2015-12-11_trump-cruz-has-to-come-a-long-wa.xml.conll.features.foreval	143,144	144,145	146,351
breitbart_2015-12-13_poll-finds-clinton-would-beat-ou.xml.conll.features.foreval	0,1	1,2	2,9
breitbart_2015-12-13_poll-finds-clinton-would-beat-ou.xml.conll.features.foreval	53,61	52,53	62,73
breitbart_2015-12-13_poll-finds-clinton-would-beat-ou.xml.conll.features.foreval	127,129	129,132	132,133
breitbart_2015-12-13_poll-finds-clinton-would-beat-ou.xml.conll.features.foreval	136,138	138,141	141,146
breitbart_2015-12-13_poll-finds-clinton-would-beat-ou.xml.conll.features.foreval	148,151	151,154	154,159
