filename	SOURCE	CUE	CONTENT
wsj_0016.xml.conll.features.foreval	29,35	35,36	0,28
wsj_0018.xml.conll.features.foreval	582,586	581,582	587,615
wsj_0018.xml.conll.features.foreval	719,721	721,727	727,739
wsj_0018.xml.conll.features.foreval	209,219	219,220	198,209
wsj_0018.xml.conll.features.foreval	263,265	265,267	267,282
wsj_0018.xml.conll.features.foreval	284,286	286,287	288,293
wsj_0018.xml.conll.features.foreval	649,650	650,651	651,663
wsj_0018.xml.conll.features.foreval	58,70	70,71	71,103
wsj_0018.xml.conll.features.foreval	394,395	395,397	397,402
wsj_0018.xml.conll.features.foreval	909,910	910,911	911,921
wsj_0018.xml.conll.features.foreval	745,746	746,747	741,745
wsj_0018.xml.conll.features.foreval	225,227	227,228	228,246
wsj_0018.xml.conll.features.foreval	268,270	270,271	271,282
wsj_0018.xml.conll.features.foreval	247,249	249,252	252,261
wsj_0018.xml.conll.features.foreval		356,360	360,367
wsj_0018.xml.conll.features.foreval	155,157	157,158	158,164
wsj_0018.xml.conll.features.foreval	324,325	325,326	327,353
wsj_0018.xml.conll.features.foreval	550,553	553,554	554,574
wsj_0018.xml.conll.features.foreval	899,908	908,909	909,921
wsj_0018.xml.conll.features.foreval	370,379	369,370	354,369
wsj_0018.xml.conll.features.foreval	104,106	106,108	108,140
wsj_0018.xml.conll.features.foreval	433,436	436,437	447,460
wsj_0018.xml.conll.features.foreval	173,176	177,178	178,180
wsj_0018.xml.conll.features.foreval	403,404	396,397	397,402
wsj_0018.xml.conll.features.foreval	554,555	555,556	556,574
wsj_0018.xml.conll.features.foreval	390,391	391,392	380,390
wsj_0020.xml.conll.features.foreval	486,487	487,488	488,513
wsj_0020.xml.conll.features.foreval	587,589	589,592	592,610
wsj_0020.xml.conll.features.foreval	257,258	258,259	245,256
wsj_0020.xml.conll.features.foreval	518,520	520,523	523,537
wsj_0020.xml.conll.features.foreval	543,547	547,549	549,562
wsj_0020.xml.conll.features.foreval	113,115	115,116	116,139
wsj_0020.xml.conll.features.foreval	483,484	484,485	469,483
wsj_0020.xml.conll.features.foreval		62,63	63,66
wsj_0020.xml.conll.features.foreval	421,432	432,433	433,468
wsj_0020.xml.conll.features.foreval	82,87	81,82	88,112
wsj_0020.xml.conll.features.foreval	348,350	350,351	315,347
wsj_0020.xml.conll.features.foreval	140,141	141,142	142,160
wsj_0020.xml.conll.features.foreval		441,444	444,455
wsj_0020.xml.conll.features.foreval	471,472	472,473	470,471
wsj_0020.xml.conll.features.foreval	315,317	322,324	324,347
wsj_0020.xml.conll.features.foreval	74,79	79,80	42,73
wsj_0020.xml.conll.features.foreval	179,182	182,183	183,216
wsj_0020.xml.conll.features.foreval	563,567	567,568	570,583
wsj_0020.xml.conll.features.foreval	217,219	219,220	222,244
wsj_0020.xml.conll.features.foreval	514,516	516,517	517,537
wsj_0020.xml.conll.features.foreval	0,2	3,4	4,10
wsj_0021.xml.conll.features.foreval	0,1	1,2	2,16
wsj_0021.xml.conll.features.foreval	70,71	71,72	72,86
wsj_0021.xml.conll.features.foreval	172,174	174,175	175,179
wsj_0021.xml.conll.features.foreval	166,167	167,170	171,179
wsj_0021.xml.conll.features.foreval	133,146	146,147	147,164
wsj_0021.xml.conll.features.foreval		31,33	33,52
wsj_0021.xml.conll.features.foreval	128,130	131,133	133,164
wsj_0021.xml.conll.features.foreval	88,90	90,91	69,88
wsj_0021.xml.conll.features.foreval	2,3	3,5	7,16
wsj_0023.xml.conll.features.foreval	0,10	10,11	11,22
wsj_0023.xml.conll.features.foreval	40,41	51,53	53,59
wsj_0023.xml.conll.features.foreval	38,39	39,40	40,59
wsj_0024.xml.conll.features.foreval	137,138	138,139	139,164
wsj_0024.xml.conll.features.foreval	70,71	71,72	72,78
wsj_0024.xml.conll.features.foreval	144,147	147,148	150,164
wsj_0024.xml.conll.features.foreval		118,120	120,136
wsj_0025.xml.conll.features.foreval	0,3	3,4	4,33
wsj_0025.xml.conll.features.foreval	53,58	58,59	59,68
wsj_0026.xml.conll.features.foreval	94,97	97,98	98,140
wsj_0026.xml.conll.features.foreval	229,237	227,229	189,226
wsj_0026.xml.conll.features.foreval	98,100	100,101	101,108
wsj_0026.xml.conll.features.foreval	98,100	110,112	112,140
wsj_0026.xml.conll.features.foreval	0,3	3,4	4,17
wsj_0026.xml.conll.features.foreval	75,76	76,78	78,93
wsj_0026.xml.conll.features.foreval	170,173	173,174	174,188
wsj_0027.xml.conll.features.foreval	198,199	199,200	200,213
wsj_0027.xml.conll.features.foreval	61,62	62,63	34,61
wsj_0027.xml.conll.features.foreval	224,226	226,227	227,244
wsj_0027.xml.conll.features.foreval	256,257	257,258	258,274
wsj_0027.xml.conll.features.foreval	99,101	101,103	103,114
wsj_0027.xml.conll.features.foreval	30,32	32,33	0,29
wsj_0027.xml.conll.features.foreval	214,215	215,216	216,223
wsj_0027.xml.conll.features.foreval	200,202	202,203	203,213
wsj_0029.xml.conll.features.foreval	17,23	23,24	0,16
wsj_0029.xml.conll.features.foreval	54,55	55,56	56,69
wsj_0029.xml.conll.features.foreval	39,48	48,49	25,38
wsj_0029.xml.conll.features.foreval	231,233	233,234	226,230
wsj_0031.xml.conll.features.foreval	0,2	2,3	3,38
wsj_0031.xml.conll.features.foreval	3,8	8,9	9,38
wsj_0033.xml.conll.features.foreval	28,31	31,32	0,27
wsj_0034.xml.conll.features.foreval	659,660	660,663	663,668
wsj_0034.xml.conll.features.foreval	827,829	824,827	834,848
wsj_0034.xml.conll.features.foreval	176,178	178,179	159,175
wsj_0034.xml.conll.features.foreval	281,297	280,281	261,279
wsj_0034.xml.conll.features.foreval	760,761	761,762	762,778
wsj_0034.xml.conll.features.foreval	65,75	63,65	39,63
wsj_0034.xml.conll.features.foreval	144,158	143,144	130,143
wsj_0034.xml.conll.features.foreval	596,598	598,599	570,595
wsj_0034.xml.conll.features.foreval	671,676	670,671	658,670
wsj_0034.xml.conll.features.foreval	735,737	737,738	720,735
wsj_0034.xml.conll.features.foreval	262,263	263,265	265,279
wsj_0034.xml.conll.features.foreval	691,693	693,694	677,690
wsj_0034.xml.conll.features.foreval	817,821	821,822	
wsj_0034.xml.conll.features.foreval	350,352	353,354	355,365
wsj_0035.xml.conll.features.foreval	28,31	31,32	0,27
wsj_0035.xml.conll.features.foreval	62,66	66,67	67,80
wsj_0035.xml.conll.features.foreval	162,175	161,162	175,204
wsj_0035.xml.conll.features.foreval	86,89	89,90	90,102
wsj_0035.xml.conll.features.foreval		73,76	76,80
wsj_0035.xml.conll.features.foreval	0,2	5,9	9,27
wsj_0035.xml.conll.features.foreval	229,232	232,233	236,244
wsj_0036.xml.conll.features.foreval	85,88	92,93	93,104
wsj_0036.xml.conll.features.foreval	40,43	43,44	44,56
wsj_0036.xml.conll.features.foreval		880,883	883,887
wsj_0036.xml.conll.features.foreval	839,862	838,839	817,837
wsj_0036.xml.conll.features.foreval	433,446	432,433	420,432
wsj_0036.xml.conll.features.foreval	344,345	345,346	346,360
wsj_0036.xml.conll.features.foreval	1116,1118	1118,1119	1119,1126
wsj_0036.xml.conll.features.foreval	930,932	932,933	933,947
wsj_0036.xml.conll.features.foreval	329,331	331,334	334,343
wsj_0036.xml.conll.features.foreval	160,162	162,163	163,186
wsj_0036.xml.conll.features.foreval	968,970	970,971	971,978
wsj_0036.xml.conll.features.foreval	645,655	655,656	656,676
wsj_0036.xml.conll.features.foreval	1205,1206	1206,1207	1207,1225
wsj_0036.xml.conll.features.foreval	774,775	775,776	776,786
wsj_0036.xml.conll.features.foreval	1226,1227	1227,1228	1228,1251
wsj_0036.xml.conll.features.foreval	948,953	954,955	955,961
wsj_0036.xml.conll.features.foreval	717,720	720,721	721,728
wsj_0036.xml.conll.features.foreval	33,39	39,40	40,56
wsj_0036.xml.conll.features.foreval	372,373	373,374	374,389
wsj_0036.xml.conll.features.foreval	283,284	284,285	270,283
wsj_0036.xml.conll.features.foreval	1067,1071	1071,1072	1072,1077
wsj_0036.xml.conll.features.foreval	1216,1218	1218,1219	1219,1225
wsj_0036.xml.conll.features.foreval	13,15	15,16	16,30
wsj_0036.xml.conll.features.foreval	223,235	235,236	236,247
wsj_0036.xml.conll.features.foreval	1011,1012	1012,1013	1013,1021
wsj_0036.xml.conll.features.foreval	613,616	616,617	617,619
wsj_0036.xml.conll.features.foreval	1078,1080	1080,1081	1081,1083
wsj_0036.xml.conll.features.foreval	1097,1098	1098,1099	1099,1126
wsj_0036.xml.conll.features.foreval	1139,1141	1141,1142	1143,1164
wsj_0036.xml.conll.features.foreval	888,890	890,893	893,907
wsj_0036.xml.conll.features.foreval	908,915	915,916	916,928
wsj_0036.xml.conll.features.foreval	403,404	404,405	405,419
wsj_0036.xml.conll.features.foreval	1107,1109	1109,1110	1110,1115
wsj_0036.xml.conll.features.foreval		1128,1129	1129,1138
wsj_0036.xml.conll.features.foreval	476,478	478,479	479,529
wsj_0036.xml.conll.features.foreval		485,486	484,485
wsj_0036.xml.conll.features.foreval		1148,1150	1150,1162
wsj_0036.xml.conll.features.foreval	530,532	533,534	534,542
wsj_0036.xml.conll.features.foreval	126,129	129,130	105,125
wsj_0036.xml.conll.features.foreval	863,864	864,865	865,887
wsj_0036.xml.conll.features.foreval	567,570	570,571	559,566
wsj_0036.xml.conll.features.foreval	448,449	449,452	452,458
wsj_0036.xml.conll.features.foreval	988,989	990,991	991,1010
wsj_0036.xml.conll.features.foreval	1201,1203	1203,1204	1188,1201
wsj_0037.xml.conll.features.foreval	1557,1559	1559,1560	1536,1556
wsj_0037.xml.conll.features.foreval	1051,1053	1053,1054	1029,1050
wsj_0037.xml.conll.features.foreval		1317,1319	1319,1324
wsj_0037.xml.conll.features.foreval	753,755	755,756	756,797
wsj_0037.xml.conll.features.foreval	1532,1534	1534,1535	1505,1531
wsj_0037.xml.conll.features.foreval	1610,1612	1621,1622	1622,1633
wsj_0037.xml.conll.features.foreval		1584,1586	1586,1605
wsj_0037.xml.conll.features.foreval	1576,1581	1581,1582	1582,1605
wsj_0037.xml.conll.features.foreval	1003,1006	1006,1007	1007,1022
wsj_0037.xml.conll.features.foreval	171,177	177,181	187,199
wsj_0037.xml.conll.features.foreval		1350,1353	1358,1370
wsj_0037.xml.conll.features.foreval	1404,1411	1411,1412	1412,1429
wsj_0037.xml.conll.features.foreval	1216,1218	1218,1219	1219,1243
wsj_0037.xml.conll.features.foreval	1243,1248	1248,1249	1249,1261
wsj_0037.xml.conll.features.foreval	1709,1711	1711,1712	1714,1730
wsj_0037.xml.conll.features.foreval	1156,1159	1159,1160	1160,1179
wsj_0037.xml.conll.features.foreval	1076,1089	1106,1107	1109,1113
wsj_0037.xml.conll.features.foreval	1395,1402	1402,1403	1371,1394
wsj_0037.xml.conll.features.foreval	1371,1373	1383,1384	1385,1394
wsj_0037.xml.conll.features.foreval	1483,1484	1484,1485	1485,1504
wsj_0037.xml.conll.features.foreval	1180,1189	1190,1191	1191,1215
wsj_0037.xml.conll.features.foreval	195,198	198,199	194,195
wsj_0037.xml.conll.features.foreval	675,678	678,679	679,688
wsj_0037.xml.conll.features.foreval	457,459	459,460	462,499
wsj_0037.xml.conll.features.foreval	1832,1836	1836,1837	1802,1831
wsj_0037.xml.conll.features.foreval	517,518	519,520	526,542
wsj_0037.xml.conll.features.foreval	1731,1732	1732,1733	1735,1749
wsj_0037.xml.conll.features.foreval	1477,1481	1481,1482	1461,1476
wsj_0037.xml.conll.features.foreval	1686,1687	1687,1688	1688,1699
wsj_0038.xml.conll.features.foreval	120,121	121,122	122,134
wsj_0038.xml.conll.features.foreval	122,123	123,124	124,134
wsj_0038.xml.conll.features.foreval	3,4	4,5	5,33
wsj_0038.xml.conll.features.foreval	0,2	2,3	3,33
wsj_0038.xml.conll.features.foreval	34,39	39,40	40,64
wsj_0038.xml.conll.features.foreval	85,87	87,88	73,85
wsj_0040.xml.conll.features.foreval	0,2	2,3	3,26
wsj_0040.xml.conll.features.foreval	87,90	90,92	92,109
wsj_0040.xml.conll.features.foreval	3,4	4,6	6,7
wsj_0041.xml.conll.features.foreval	1629,1630	1630,1631	1631,1637
wsj_0041.xml.conll.features.foreval	842,844	844,845	845,862
wsj_0041.xml.conll.features.foreval	512,513	513,514	514,520
wsj_0041.xml.conll.features.foreval	731,739	740,741	741,749
wsj_0041.xml.conll.features.foreval	531,532	532,533	533,536
wsj_0041.xml.conll.features.foreval	1233,1235	1235,1236	1238,1251
wsj_0041.xml.conll.features.foreval	880,882	882,883	884,909
wsj_0041.xml.conll.features.foreval	1456,1459	1455,1456	1448,1455
wsj_0041.xml.conll.features.foreval	412,414	411,412	406,411
wsj_0041.xml.conll.features.foreval	675,677	677,679	679,685
wsj_0041.xml.conll.features.foreval	819,824	824,825	825,830
wsj_0041.xml.conll.features.foreval	1466,1468	1468,1470	1460,1466
wsj_0041.xml.conll.features.foreval	771,772	772,773	773,793
wsj_0041.xml.conll.features.foreval	323,327	322,323	307,322
wsj_0041.xml.conll.features.foreval	1406,1410	1405,1406	1400,1404
wsj_0041.xml.conll.features.foreval	912,913	913,914	914,934
wsj_0041.xml.conll.features.foreval	178,184	177,178	167,177
wsj_0041.xml.conll.features.foreval		1171,1175	1176,1180
wsj_0041.xml.conll.features.foreval		82,83	83,104
wsj_0041.xml.conll.features.foreval	1201,1202	1202,1203	1203,1212
wsj_0041.xml.conll.features.foreval	692,693	693,696	696,710
wsj_0041.xml.conll.features.foreval	1016,1018	1018,1019	1019,1027
wsj_0041.xml.conll.features.foreval	555,557	554,555	549,554
wsj_0041.xml.conll.features.foreval	714,718	713,714	719,730
wsj_0041.xml.conll.features.foreval	1028,1030	1030,1031	1032,1044
wsj_0041.xml.conll.features.foreval	508,510	507,508	499,507
wsj_0041.xml.conll.features.foreval	364,366	366,367	369,406
wsj_0041.xml.conll.features.foreval	1615,1622	1625,1626	
wsj_0041.xml.conll.features.foreval	749,752	757,758	758,770
wsj_0041.xml.conll.features.foreval	120,121	121,122	123,130
wsj_0041.xml.conll.features.foreval	642,643	643,644	644,650
wsj_0041.xml.conll.features.foreval	689,691	688,689	692,710
wsj_0041.xml.conll.features.foreval	433,441	432,433	427,432
wsj_0041.xml.conll.features.foreval	1045,1047	1047,1048	1049,1103
wsj_0041.xml.conll.features.foreval	1511,1523	1524,1525	1525,1539
wsj_0041.xml.conll.features.foreval	753,754	754,755	749,752
wsj_0041.xml.conll.features.foreval	609,610	610,611	611,627
wsj_0041.xml.conll.features.foreval	914,916	916,917	917,934
wsj_0041.xml.conll.features.foreval	1363,1366	1366,1367	1368,1390
wsj_0041.xml.conll.features.foreval	110,118	109,110	105,109
wsj_0041.xml.conll.features.foreval	1323,1326	1322,1323	1317,1322
wsj_0041.xml.conll.features.foreval	1183,1193	1182,1183	1161,1182
wsj_0041.xml.conll.features.foreval	1573,1575	1571,1573	1576,1591
wsj_0041.xml.conll.features.foreval	651,657	657,659	659,674
wsj_0041.xml.conll.features.foreval	1132,1135	1135,1136	1136,1145
wsj_0041.xml.conll.features.foreval	611,612	612,614	614,618
wsj_0041.xml.conll.features.foreval	891,893	893,894	894,907
wsj_0043.xml.conll.features.foreval	1026,1028	1028,1029	1010,1026
wsj_0043.xml.conll.features.foreval	441,463	440,441	412,440
wsj_0043.xml.conll.features.foreval	725,728	728,729	729,742
wsj_0043.xml.conll.features.foreval	13,22	22,23	23,43
wsj_0043.xml.conll.features.foreval	1011,1013	1013,1014	1014,1024
wsj_0043.xml.conll.features.foreval	906,915	905,906	883,904
wsj_0043.xml.conll.features.foreval	582,587	581,582	559,581
wsj_0043.xml.conll.features.foreval	1059,1060	1060,1063	1063,1072
wsj_0043.xml.conll.features.foreval	1075,1088	1074,1075	1058,1074
wsj_0043.xml.conll.features.foreval	996,998	998,999	999,1009
wsj_0043.xml.conll.features.foreval	508,530	507,508	496,506
wsj_0043.xml.conll.features.foreval	276,277	277,278	278,285
wsj_0043.xml.conll.features.foreval	91,101	90,91	63,90
wsj_0043.xml.conll.features.foreval	863,865	865,866	866,874
wsj_0043.xml.conll.features.foreval		1038,1040	1040,1057
wsj_0043.xml.conll.features.foreval	938,941	941,943	943,963
wsj_0043.xml.conll.features.foreval	480,481	481,482	478,479
wsj_0043.xml.conll.features.foreval	888,894	886,888	894,904
wsj_0043.xml.conll.features.foreval	875,876	877,878	878,882
wsj_0043.xml.conll.features.foreval	759,761	761,762	743,759
wsj_0043.xml.conll.features.foreval	293,295	295,296	297,304
wsj_0043.xml.conll.features.foreval	317,318	318,319	312,316
wsj_0044.xml.conll.features.foreval	1600,1601	1601,1602	1596,1599
wsj_0044.xml.conll.features.foreval	2327,2328	2328,2329	2329,2340
wsj_0044.xml.conll.features.foreval	1918,1919	1927,1928	1928,1938
wsj_0044.xml.conll.features.foreval	1915,1917	1917,1918	1904,1914
wsj_0044.xml.conll.features.foreval	321,327	329,330	331,333
wsj_0044.xml.conll.features.foreval	2829,2831	2831,2832	2832,2856
wsj_0044.xml.conll.features.foreval	2242,2243	2243,2244	2244,2249
wsj_0044.xml.conll.features.foreval	2277,2279	2279,2280	2267,2277
wsj_0044.xml.conll.features.foreval	2365,2366	2366,2369	2369,2382
wsj_0044.xml.conll.features.foreval	2799,2805	2798,2799	2806,2829
wsj_0044.xml.conll.features.foreval	2681,2683	2680,2681	2662,2680
wsj_0044.xml.conll.features.foreval	1735,1736	1736,1737	1738,1749
wsj_0044.xml.conll.features.foreval	896,897	897,898	898,911
wsj_0044.xml.conll.features.foreval	1334,1347	1333,1334	1348,1372
wsj_0044.xml.conll.features.foreval	2548,2553	2553,2554	2554,2559
wsj_0044.xml.conll.features.foreval	1889,1891	1891,1893	1893,1903
wsj_0044.xml.conll.features.foreval	153,155	155,156	156,168
wsj_0044.xml.conll.features.foreval	769,775	768,769	776,799
wsj_0044.xml.conll.features.foreval	199,201	201,202	202,219
wsj_0044.xml.conll.features.foreval		1977,1978	1978,1982
wsj_0044.xml.conll.features.foreval	2883,2885	2885,2886	2866,2882
wsj_0044.xml.conll.features.foreval	2139,2143	2143,2144	2144,2148
wsj_0044.xml.conll.features.foreval	1589,1595	1588,1589	1570,1588
wsj_0044.xml.conll.features.foreval	685,689	683,685	660,682
wsj_0044.xml.conll.features.foreval	2548,2553	2562,2563	2563,2571
wsj_0044.xml.conll.features.foreval	2581,2583	2580,2581	2572,2580
wsj_0044.xml.conll.features.foreval	1507,1528	1506,1507	1492,1506
wsj_0044.xml.conll.features.foreval	1721,1722	1722,1723	1724,1729
wsj_0044.xml.conll.features.foreval	347,348	351,352	352,356
wsj_0044.xml.conll.features.foreval	2776,2778	2778,2780	2780,2797
wsj_0044.xml.conll.features.foreval	1550,1558	1559,1561	1561,1569
wsj_0044.xml.conll.features.foreval	2204,2224	2203,2204	2184,2203
wsj_0044.xml.conll.features.foreval	1865,1867	1867,1868	1868,1886
wsj_0044.xml.conll.features.foreval	1529,1530	1530,1531	1531,1549
wsj_0044.xml.conll.features.foreval	2159,2160	2160,2161	2161,2166
wsj_0044.xml.conll.features.foreval	2481,2483	2494,2495	2496,2505
wsj_0044.xml.conll.features.foreval	932,939	931,932	940,973
wsj_0044.xml.conll.features.foreval	608,612	612,613	613,631
wsj_0044.xml.conll.features.foreval	1863,1864	1864,1865	1865,1886
wsj_0044.xml.conll.features.foreval	2105,2107	2107,2109	2109,2112
wsj_0044.xml.conll.features.foreval	2460,2462	2462,2463	2463,2469
wsj_0044.xml.conll.features.foreval	170,171	171,172	152,170
wsj_0044.xml.conll.features.foreval	1247,1249	1249,1250	1250,1264
wsj_0044.xml.conll.features.foreval	912,915	915,916	916,930
wsj_0044.xml.conll.features.foreval	336,337	337,338	338,342
wsj_0044.xml.conll.features.foreval	2341,2342	2342,2343	2343,2359
wsj_0044.xml.conll.features.foreval	2594,2596	2596,2597	2597,2619
wsj_0044.xml.conll.features.foreval	530,549	549,550	550,563
wsj_0044.xml.conll.features.foreval	2387,2389	2389,2390	2364,2387
wsj_0044.xml.conll.features.foreval	2708,2710	2710,2711	2712,2720
wsj_0044.xml.conll.features.foreval	1997,1998	1998,1999	1983,1997
wsj_0044.xml.conll.features.foreval	1017,1018	1018,1019	1015,1016
wsj_0044.xml.conll.features.foreval	43,45	45,47	48,98
wsj_0044.xml.conll.features.foreval	2030,2031	2031,2033	2033,2043
wsj_0044.xml.conll.features.foreval	1684,1687	1690,1691	1691,1700
wsj_0044.xml.conll.features.foreval	2889,2890	2890,2892	2892,2899
wsj_0044.xml.conll.features.foreval	2836,2837	2837,2838	2838,2856
wsj_0044.xml.conll.features.foreval	1710,1711	1711,1712	1713,1715
wsj_0044.xml.conll.features.foreval	746,747	747,748	748,767
wsj_0044.xml.conll.features.foreval	973,987	987,988	988,1006
wsj_0044.xml.conll.features.foreval	1951,1952	1952,1953	1939,1950
wsj_0044.xml.conll.features.foreval	1968,1970	1970,1971	1971,1976
wsj_0044.xml.conll.features.foreval	1660,1667	1659,1660	1650,1659
wsj_0044.xml.conll.features.foreval	2250,2252	2252,2253	2253,2266
wsj_0044.xml.conll.features.foreval	1827,1829	1829,1830	1813,1826
wsj_0044.xml.conll.features.foreval	359,361	361,362	362,378
wsj_0044.xml.conll.features.foreval	2253,2255	2255,2257	2260,2266
wsj_0044.xml.conll.features.foreval	1448,1449	1464,1465	1467,1477
wsj_0044.xml.conll.features.foreval	182,187	181,182	187,196
wsj_0044.xml.conll.features.foreval	483,495	482,483	466,482
wsj_0044.xml.conll.features.foreval	2026,2028	2028,2029	2029,2060
wsj_0044.xml.conll.features.foreval	1832,1836	1836,1837	1837,1853
wsj_0044.xml.conll.features.foreval	563,565	565,566	566,591
wsj_0044.xml.conll.features.foreval	1201,1203	1203,1204	1199,1200
wsj_0044.xml.conll.features.foreval	2832,2833	2833,2834	2834,2835
wsj_0044.xml.conll.features.foreval	2370,2371	2371,2373	2373,2380
wsj_0044.xml.conll.features.foreval	2738,2747	2737,2738	2728,2737
wsj_0044.xml.conll.features.foreval	1127,1134	1126,1127	1112,1126
wsj_0044.xml.conll.features.foreval	1854,1862	1862,1863	1863,1886
wsj_0044.xml.conll.features.foreval	2544,2547	2543,2544	2506,2543
wsj_0044.xml.conll.features.foreval	2063,2064	2064,2065	2061,2062
wsj_0044.xml.conll.features.foreval	2590,2592	2592,2593	2584,2589
wsj_0044.xml.conll.features.foreval	430,431	431,432	432,453
wsj_0044.xml.conll.features.foreval	2343,2344	2351,2352	2352,2359
wsj_0044.xml.conll.features.foreval	2225,2227	2227,2228	2228,2238
wsj_0044.xml.conll.features.foreval	2095,2096	2096,2097	2087,2095
wsj_0044.xml.conll.features.foreval	2317,2319	2319,2320	2320,2340
wsj_0044.xml.conll.features.foreval	2225,2227	2239,2240	2241,2249
wsj_0044.xml.conll.features.foreval	1701,1703	1703,1704	1704,1715
wsj_0044.xml.conll.features.foreval	835,837	837,838	838,842
wsj_0044.xml.conll.features.foreval	2291,2292	2292,2293	2293,2302
wsj_0044.xml.conll.features.foreval	1738,1739	1739,1740	1740,1749
wsj_0044.xml.conll.features.foreval	2066,2067	2067,2068	2068,2086
wsj_0045.xml.conll.features.foreval	896,897	897,898	898,918
