lemma,cue_label,baseline
",",0,0
writing,0,0
:,1,0
``,0,0
we,0,0
recognize,0,0
that,0,0
many,0,0
Americans,0,0
distrust,0,0
and,0,0
dislike,0,0
Ms,0,0
Clinton,0,0
.,0,0
the,0,0
negative,0,0
feeling,0,0
reflect,0,0
in,0,0
part,0,0
the,0,0
bitter,0,0
partisanship,0,0
of,0,1
the,0,0
nation,0,0
's,0,0
politics,0,0
today,0,0
;,0,0
in,0,0
part,0,0
the,0,0
dishonest,0,0
attack,0,0
she,0,0
have,0,0
be,0,0
subject,0,0
to,0,0
for,0,0
decade,0,0
;,0,0
and,0,0
in,0,0
part,0,0
she,0,0
genuine,0,0
flaw,0,0
",",0,0
misstep,0,0
and,0,0
weakness,0,0
.,0,0
``,0,0
we,0,0
be,0,0
not,0,0
blind,0,0
to,0,0
those,0,0
",",0,0
'',0,0
write,1,1
the,0,0
Post,0,0
",",0,0
which,0,0
nevertheless,0,0
give,0,0
Clinton,0,0
its,0,0
full-throated,0,0
support,1,0
.,0,0
the,0,0
Post,0,0
editorial,0,0
make,0,0
little,0,0
mention,0,0
of,1,1
Trump,0,0
",",0,0
the,0,0
bombastic,0,0
real,0,0
estate,0,0
magnate,0,0
who,0,0
be,0,0
the,0,0
republican,0,0
nominee,0,0
for,0,0
next,0,0
month,0,0
's,0,0
presidential,0,0
election,0,0
.,0,0
Trump,0,0
have,0,0
be,0,0
eviscerate,1,0
by,0,0
the,0,0
editorial,0,0
board,0,0
of,0,1
the,0,0
Post,0,0
and,0,0
many,0,0
other,0,0
lead,0,0
US,0,0
newspaper,0,0
in,0,0
numerous,0,0
other,0,0
opinion,0,0
piece,0,0
over,0,0
the,0,0
past,0,0
several,0,0
week,0,0
",",0,0
as,0,0
the,0,0
raucous,0,0
US,0,0
election,0,0
head,0,0
for,0,0
the,0,0
final,0,0
few,0,0
week,0,0
.,0,0
CNN,0,0
's,0,0
Jake,0,0
Tapper,0,0
on,0,0
Donna,0,0
Brazile,0,0
Leak,0,0
to,0,0
Clinton,0,0
campaign,0,0
:,1,0
`,0,0
unethical,0,0
",",0,0
',0,0
`,0,0
horrifying,0,0
.,0,0
',0,0
a,0,0
WikiLeaks,0,0
document,0,0
suggest,1,0
former,0,0
adviser,0,0
to,0,0
President,0,0
Bill,0,0
Clinton,0,0
and,0,0
current,0,0
Democrat,0,0
National,0,0
Chairperson,0,0
Donna,0,0
Brazile,0,0
provide,0,0
a,0,0
question,0,0
to,0,0
Clinton,0,0
's,0,0
aide,0,0
during,0,0
the,0,0
recent,0,0
Democrat,0,0
primary,0,0
.,0,0
now,0,0
Brazile,0,0
's,0,0
CNN,0,0
colleague,0,0
",",0,0
Jake,0,0
Tapper,0,0
",",0,0
insist,1,0
Brazile,0,0
's,0,0
action,0,0
be,0,0
``,0,0
unethical,0,0
'',0,0
and,0,0
``,0,0
horrifying,0,0
.,0,0
'',0,0
in,0,0
a,0,0
Thursday,0,0
interview,0,0
on,0,0
Washington,0,0
D.C.,0,0
's,0,0
WMAL,0,0
radio,0,0
",",0,0
Tapper,0,0
tell,1,0
host,0,0
Larry,0,0
O'Connor,0,0
that,0,0
the,0,0
evidence,0,0
that,0,0
Brazile,0,0
leak,0,0
debate,0,0
question,0,0
to,0,0
Hillary,0,0
's,0,0
campaign,0,0
be,0,0
a,0,0
journalistically,0,0
unethical,0,0
act,0,0
.,0,0
Tapper,0,0
tell,1,0
O'Connor,0,0
that,0,0
the,0,0
WikiLeaks,0,0
news,0,0
be,0,0
``,0,0
very,0,0
",",0,0
very,0,0
troubling,0,0
",",0,0
'',0,0
before,0,0
note,1,1
that,0,0
Brazile,0,0
be,0,0
``,0,0
a,0,0
good,0,0
person,0,0
.,0,0
'',0,0
the,0,0
CNN,0,0
host,0,0
of,0,1
the,0,0
lead,0,0
with,0,0
Jake,0,0
Tapper,0,0
go,0,0
on,0,0
to,0,0
express,1,0
dismay,0,0
over,0,0
the,0,0
leak,0,0
purportedly,0,0
emanate,0,0
from,0,0
he,0,0
cable,0,0
network,0,0
.,0,0
``,0,0
it,0,0
be,0,0
horrifying,0,0
.,0,0
journalistically,0,0
it,0,0
be,0,0
horrifying,0,0
",",0,0
'',0,0
Tapper,0,0
say,1,1
",",0,0
``,0,0
and,0,0
I,0,0
be,0,0
sure,0,0
it,0,0
will,0,0
have,0,0
a,0,0
impact,0,0
on,0,0
partner,0,0
with,0,0
this,0,0
organization,0,0
in,0,0
the,0,0
future,0,0
and,0,0
I,0,0
be,0,0
sure,0,0
it,0,0
will,0,0
have,0,0
a,0,0
effect,0,0
on,0,0
...,0,0
Donna,0,0
Brazile,0,0
be,0,0
no,0,0
longer,0,0
with,0,0
CNN,0,0
because,0,0
she,0,0
be,0,0
with,0,0
the,0,0
DNC,0,0
right,0,0
now,0,0
",",0,0
but,0,0
I,0,0
be,0,0
sure,0,0
it,0,0
will,0,0
have,0,0
some,0,0
impact,0,0
on,0,0
Donna,0,0
Brazile,0,0
.,0,0
'',0,0
Tapper,0,0
also,0,0
assure,1,0
WMAL,0,0
that,0,0
CNN,0,0
take,0,0
this,0,0
``,0,0
very,0,0
",",0,0
very,0,0
seriously,0,0
.,0,0
'',0,0
in,0,0
closing,0,0
",",0,0
the,0,0
CNN,0,0
host,0,0
reiterate,1,0
",",0,0
``,0,0
it,0,0
be,0,0
horrifying,0,0
and,0,0
very,0,0
",",0,0
very,0,0
upsetting,0,0
and,0,0
I,0,0
can,0,0
not,0,0
condemn,0,0
it,0,0
any,0,0
more,0,0
than,0,0
...,0,0
I,0,0
condemn,0,0
it,0,0
in,0,0
no,0,0
uncertain,0,0
term,0,0
",",0,0
it,0,0
be,0,0
awful,0,0
.,0,0
'',0,0
accord,0,0
to,1,0
the,0,0
document,0,0
release,0,0
by,0,0
WikiLeaks,0,0
",",0,0
on,0,0
March,0,0
12,0,0
--,0,0
just,0,0
one,0,0
day,0,0
before,0,0
a,0,0
democratic,0,0
presidential,0,0
town,0,0
hall,0,0
debate,0,0
between,0,0
Sen.,0,0
Bernie,0,0
Sanders,0,0
-lrb-,0,0
I-VT,0,0
-RRB-,0,0
and,0,0
Hillary,0,0
Clinton,0,0
--,0,0
Brazile,0,0
allegedly,0,0
send,0,0
a,0,0
email,0,0
title,0,0
``,0,0
from,0,0
time,0,0
to,0,0
time,0,0
I,0,0
get,0,0
the,0,0
question,0,0
in,0,0
advance,0,0
",",0,0
'',0,0
to,0,0
Jennifer,0,0
Palmieri,0,0
",",0,0
Clinton,0,0
's,0,0
campaign,0,0
communication,0,0
director,0,0
.,0,0
the,0,0
email,0,0
provide,1,0
a,0,0
question,0,0
about,0,0
the,0,0
death,0,0
penalty,0,0
that,0,0
she,0,0
say,0,1
``,0,0
worry,0,0
I,0,0
about,0,0
HRC,0,0
.,0,0
'',0,0
follow,0,0
the,0,0
original,0,0
email,0,0
be,0,0
several,0,0
more,0,0
missive,0,0
as,0,0
Brazile,0,0
and,0,0
Hillary,0,0
's,0,0
staffer,0,0
discuss,1,0
how,0,0
to,0,0
handle,0,0
the,0,0
expect,0,0
debate,0,0
question,0,0
.,0,0
despite,0,0
the,0,0
evidence,0,0
in,0,0
the,0,0
release,0,0
document,0,0
",",0,0
Brazile,0,0
later,0,0
insist,1,0
she,0,0
never,0,0
send,0,0
the,0,0
question,0,0
to,0,0
Hillary,0,0
's,0,0
campaign,0,0
.,0,0
``,0,0
I,0,0
never,0,0
have,0,0
access,0,0
to,0,0
question,0,0
and,0,0
would,0,0
never,0,0
have,0,0
share,0,0
they,0,0
with,0,0
the,0,0
candidate,0,0
if,0,0
I,0,0
do,0,0
",",0,0
'',0,0
Brazile,0,0
say,0,1
in,0,0
a,0,0
statement,0,0
supply,0,0
to,0,0
the,0,0
press,0,0
after,0,0
the,0,0
WikiLeaks,0,0
release,1,0
.,0,0
follow,0,0
Warner,0,0
Todd,0,0
Huston,0,0
on,0,0
Twitter,0,0
@warnerthuston,0,0
or,0,0
email,0,0
the,0,0
author,0,0
at,0,0
igcolonel@hotmail.com,0,0
.,0,0
Obama,0,0
say,1,1
Trump,0,0
modeling,0,0
policy,0,0
on,0,0
Putin,0,0
.,0,0
WASHINGTON,0,0
-LRB-,0,0
ap,0,0
-RRB-,0,0
--,0,0
President,0,0
Barack,0,0
Obama,0,0
on,0,0
Tuesday,0,0
accuse,1,0
Republican,0,0
Donald,0,0
Trump,0,0
of,0,1
shower,0,0
praise,0,0
and,0,0
model,0,0
he,0,0
policy,0,0
on,0,0
russian,0,0
President,0,0
Vladimir,0,0
Putin,0,0
to,0,0
a,0,0
degree,0,0
that,0,0
be,0,0
``,0,0
unprecedented,0,0
in,0,0
american,0,0
politics,0,0
.,0,0
'',0,0
Obama,0,0
say,1,1
he,0,0
be,0,0
``,0,0
surprised,0,0
and,0,0
troubled,0,0
'',0,0
by,0,0
republican,0,0
lawmaker,0,0
he,0,0
say,0,1
be,0,0
echo,0,0
they,0,0
presidential,0,0
nominee,0,0
's,0,0
position,0,0
on,0,0
Russia,0,0
.,0,0
Trump,0,0
have,0,0
praise,1,0
Putin,0,0
as,0,0
a,0,0
strong,0,0
leader,0,0
and,0,0
criticize,1,0
Obama,0,0
and,0,0
the,0,0
democratic,0,0
presidential,0,0
nominee,0,0
",",0,0
Hillary,0,0
Clinton,0,0
",",0,0
for,0,0
Washington,0,0
's,0,0
deteriorating,0,0
relationship,0,0
with,0,0
Moscow,0,0
.,0,0
in,0,0
a,0,0
interview,0,0
Monday,0,0
",",0,0
Trump,0,0
say,1,1
Russia,0,0
``,0,0
can,0,0
not,0,0
stand,0,0
'',0,0
either,0,0
Democrat,0,0
.,0,0
Trump,0,0
promise,1,0
a,0,0
closer,0,0
relationship,0,0
with,0,0
Putin,0,0
",",0,0
if,0,0
elect,0,0
",",0,0
start,0,0
with,0,0
a,0,0
possible,0,0
meeting,0,0
with,0,0
Putin,0,0
before,0,0
the,0,0
U.S.,0,0
inauguration,0,0
.,0,0
Obama,0,0
respond,0,0
from,0,0
the,0,0
White,0,0
House,0,0
",",0,0
where,0,0
he,0,0
be,0,0
host,0,0
Italy,0,0
's,0,0
Prime,0,0
Minister,0,0
Matteo,0,0
Renzi,0,0
for,0,0
a,0,0
state,0,0
visit,0,0
.,0,0
the,0,0
remark,0,0
come,0,0
as,0,0
Trump,0,0
and,0,0
he,0,0
republican,0,0
ally,0,0
be,0,0
look,0,0
for,0,0
way,1,0
to,0,0
swing,0,0
momentum,0,0
they,0,0
way,0,0
after,0,0
a,0,0
damage,0,0
few,0,0
week,0,0
in,0,0
the,0,0
campaign,0,0
.,0,0
on,0,0
Tuesday,0,0
",",0,0
Republicans,0,0
seize,1,0
the,0,0
latest,0,0
development,0,0
in,0,0
the,0,0
Clinton,0,0
email,0,0
controversy,0,0
as,0,0
a,0,0
issue,0,0
that,0,0
could,0,0
help,0,0
Trump,0,0
make,0,0
up,0,0
ground,0,0
in,0,0
the,0,0
final,0,0
presidential,0,0
debate,0,0
.,0,0
it,0,0
follow,0,0
news,1,0
that,0,0
the,0,0
State,0,0
Department,0,0
have,0,0
ask,0,0
FBI,0,0
official,0,0
to,0,0
lower,0,0
the,0,0
classification,0,0
of,0,1
a,0,0
sensitive,0,0
email,0,0
relate,0,0
to,0,0
the,0,0
attack,0,0
on,0,0
the,0,0
U.S.,0,0
compound,0,0
in,0,0
Benghazi,0,0
",",0,0
Libya,0,0
.,0,0
FBI,0,0
note,0,1
release,0,0
Monday,0,0
reveal,1,0
discussion,0,0
of,0,1
a,0,0
``,0,0
quid,0,0
pro,0,0
quo,0,0
'',0,0
in,0,0
try,0,0
to,0,0
get,0,0
the,0,0
email,0,0
reclassify,0,0
",",0,0
though,0,0
it,0,0
be,0,0
not,0,0
clear,1,0
who,0,0
first,0,0
raise,0,0
the,0,0
issue,0,0
and,0,0
both,0,0
State,0,0
and,0,0
FBI,0,0
official,0,0
deny,1,0
any,0,0
bargaining,0,0
take,0,0
place,0,0
.,0,0
Obama,0,0
say,1,1
Tuesday,0,0
the,0,0
version,0,0
Trump,0,0
and,0,0
other,0,0
Republicans,0,0
be,0,0
talk,0,0
about,0,0
be,0,0
``,0,0
just,0,0
not,0,0
true,0,0
.,0,0
'',0,0
Trump,0,0
call,1,0
it,0,0
``,0,0
one,0,0
of,0,1
the,0,0
great,0,0
miscarriage,0,0
of,0,1
justice,0,0
'',0,0
in,0,0
history,0,0
.,0,0
but,0,0
with,0,0
Wednesday,0,0
's,0,0
debate,0,0
approach,0,0
",",0,0
Trump,0,0
and,0,0
he,0,0
campaign,0,0
have,0,0
have,0,0
trouble,0,0
stick,0,0
to,0,0
the,0,0
message,0,0
.,0,0
the,0,0
candidate,0,0
have,0,0
continue,0,0
he,0,0
warning,1,0
that,0,0
the,0,0
election,0,0
be,0,0
``,0,0
rig,0,0
",",0,0
'',0,0
angere,0,0
not,0,0
only,0,0
Democrats,0,0
but,0,0
fellow,0,0
Republicans,0,0
who,0,0
worry,1,0
he,0,0
rhetoric,0,0
will,0,0
hurt,0,0
public,0,0
faith,0,0
in,0,0
election,0,0
.,0,0
and,0,0
as,0,0
news,0,0
about,1,0
the,0,0
email,0,0
hit,0,0
",",0,0
Melania,0,0
Trump,0,0
make,0,0
she,0,0
first,0,0
public,0,0
comment,0,0
about,1,0
the,0,0
allegation,0,0
of,0,1
sexual,0,0
assault,0,0
and,0,0
misconduct,0,0
lodge,0,0
against,0,0
she,0,0
husband,0,0
.,0,0
in,0,0
a,0,0
interview,0,0
with,0,0
Fox,0,0
News,0,0
air,0,0
Tuesday,0,0
",",0,0
Mrs.,0,0
Trump,0,0
say,1,1
she,0,0
believe,0,0
the,0,0
accusation,0,0
be,0,0
coordinate,0,0
by,0,0
political,0,0
rival,0,0
:,0,0
``,0,0
they,0,0
want,0,0
to,0,0
damage,0,0
the,0,0
presidency,0,0
of,0,1
my,0,0
husband,0,0
",",0,0
and,0,0
it,0,0
be,0,0
all,0,0
plan,0,0
",",0,0
it,0,0
be,0,0
all,0,0
organized,0,0
from,0,0
the,0,0
opposition,0,0
.,0,0
'',0,0
Trump,0,0
's,0,0
comment,0,0
carry,0,0
echo,0,0
of,0,1
Clinton,0,0
's,0,0
allegation,0,0
of,1,1
a,0,0
``,0,0
vast,0,0
right-w,0,0
conspiracy,0,0
'',0,0
organize,0,0
to,0,0
raise,0,0
similar,0,0
allegation,0,0
against,0,0
she,0,0
husband,0,0
two,0,0
decade,0,0
ago,0,0
.,0,0
Trump,0,0
notably,0,0
try,0,0
to,0,0
revive,0,0
Bill,0,0
Clinton,0,0
's,0,0
history,0,0
by,0,0
invite,0,0
he,0,0
accuser,0,0
to,0,0
the,0,0
last,0,0
debate,0,0
.,0,0
he,0,0
guest,0,0
list,0,0
for,0,0
Wednesday,0,0
's,0,0
faceoff,0,0
in,0,0
Las,0,0
Vegas,0,0
signale,1,0
he,0,0
hope,0,0
to,0,0
change,0,0
the,0,0
subject,0,0
.,0,0
the,0,0
Trump,0,0
campaign,0,0
say,1,1
Tuesday,0,0
that,0,0
Pat,0,0
Smith,0,0
",",0,0
whose,0,0
son,0,0
",",0,0
Sean,0,0
Smith,0,0
",",0,0
be,0,0
kill,0,0
in,0,0
the,0,0
attack,0,0
in,0,0
Benghazi,0,0
",",0,0
will,0,0
be,0,0
attend,0,0
the,0,0
debate,0,0
in,0,0
Las,0,0
Vegas,0,0
as,0,0
the,0,0
candidate,0,0
's,0,0
guest,0,0
.,0,0
Smith,0,0
be,0,0
a,0,0
feature,0,0
speaker,0,0
at,0,0
the,0,0
Republican,0,0
National,0,0
Convention,0,0
",",0,0
where,0,0
she,0,0
deliver,0,0
a,0,0
emotional,0,0
speech,0,0
blame,1,0
Clinton,0,0
for,0,0
she,0,0
son,0,0
's,0,0
death,0,0
and,0,0
accuse,1,0
she,0,0
of,0,1
lie,0,0
to,0,0
family,0,0
about,0,0
what,0,0
spark,0,0
it,0,0
.,0,0
Clinton,0,0
plan,1,0
to,0,0
spend,0,0
Tuesday,0,0
in,0,0
New,0,0
York,0,0
prepare,0,0
for,0,0
the,0,0
debate,0,0
in,0,0
Las,0,0
Vegas,0,0
.,0,0
Trump,0,0
be,0,0
slate,1,0
to,0,0
hold,0,0
rally,0,0
in,0,0
Colorado,0,0
.,0,0
the,0,0
disclosure,0,0
of,1,1
FBI,0,0
document,0,0
revive,0,0
question,0,0
about,1,0
Clinton,0,0
's,0,0
use,0,0
of,0,1
personal,0,0
email,0,0
during,0,0
she,0,0
time,0,0
as,0,0
secretary,0,0
of,0,1
state,0,0
.,0,0
the,0,0
issue,0,0
that,0,0
have,0,0
dog,0,0
she,0,0
campaign,0,0
and,0,0
damage,0,0
voter,0,0
's,0,0
trust,0,0
in,1,0
she,0,0
even,0,0
as,0,0
she,0,0
remain,0,0
the,0,0
favorite,0,0
ahead,0,0
of,0,1
the,0,0
Nov.,0,0
8,0,0
vote,0,0
.,0,0
the,0,0
document,0,0
release,0,0
Monday,0,0
show,1,0
a,0,0
State,0,0
Department,0,0
undersecretary,0,0
for,0,0
Management,0,0
Patrick,0,0
F.,0,0
Kennedy,0,0
",",0,0
a,0,0
former,0,0
close,0,0
Clinton,0,0
aide,0,0
",",0,0
contact,0,0
a,0,0
FBI,0,0
official,0,0
seek,0,0
to,0,0
change,0,0
a,0,0
email,0,0
's,0,0
classification,0,0
",",0,0
a,0,0
move,0,0
that,0,0
would,0,0
have,0,0
send,0,0
it,0,0
to,0,0
the,0,0
archive,0,0
",",0,0
out,0,0
of,0,1
public,0,0
view,0,0
.,0,0
Notes,0,0
on,0,0
the,0,0
conversation,0,0
describe,1,0
discussion,0,0
about,0,0
a,0,0
``,0,0
quid,0,0
pro,0,0
quo,0,0
'',0,0
in,0,0
which,0,0
the,0,0
email,0,0
's,0,0
classification,0,0
would,0,0
be,0,0
change,0,0
and,0,0
State,0,0
would,0,0
allow,0,0
the,0,0
FBI,0,0
to,0,0
place,0,0
more,0,0
agent,0,0
in,0,0
country,0,0
where,0,0
they,0,0
have,0,0
not,0,0
be,0,0
permit,0,0
.,0,0
the,0,0
FBI,0,0
's,0,0
record,0,0
of,0,1
the,0,0
interview,0,0
indicate,1,0
that,0,0
Kennedy,0,0
make,0,0
that,0,0
suggestion,0,0
",",0,0
but,0,0
both,0,0
the,0,0
FBI,0,0
and,0,0
State,0,0
Department,0,0
say,1,1
Monday,0,0
that,0,0
it,0,0
be,0,0
the,0,0
unidentified,0,0
FBI,0,0
official,0,0
who,0,0
first,0,0
raise,0,0
the,0,0
idea,0,0
of,0,1
a,0,0
quid,0,0
pro,0,0
quo,0,0
.,0,0
neither,0,0
the,0,0
declassification,0,0
nor,0,0
the,0,0
increase,0,0
in,0,0
agent,0,0
occur,0,0
.,0,0
Clinton,0,0
campaign,0,0
ally,0,0
argue,1,0
Tuesday,0,0
that,0,0
the,0,0
document,0,0
simply,0,0
show,0,0
bureaucratic,0,0
haggling,0,0
.,0,0
``,0,0
none,0,0
of,0,1
this,0,0
have,0,0
anything,0,0
to,0,0
do,0,0
with,0,0
Hillary,0,0
Clinton,0,0
.,0,0
she,0,0
be,0,0
not,0,0
involved,0,0
in,0,0
this,0,0
at,0,0
all,0,0
",",0,0
'',0,0
say,1,1
Rep.,0,0
Jerry,0,0
Nadler,0,0
",",0,0
a,0,0
Democrat,0,0
from,0,0
New,0,0
York,0,0
and,0,0
a,0,0
Clinton,0,0
ally,0,0
.,0,0
Nadler,0,0
say,1,1
``,0,0
maybe,0,0
'',0,0
the,0,0
conduct,0,0
of,0,1
the,0,0
official,0,0
involve,0,0
``,0,0
should,0,0
be,0,0
look,0,0
at,0,0
.,0,0
'',0,0
the,0,0
news,0,0
come,0,0
as,0,0
Clinton,0,0
be,0,0
try,0,0
to,0,0
expand,0,0
she,0,0
edge,0,0
over,0,0
Trump,0,0
--,0,0
even,0,0
in,0,0
republican,0,0
territory,0,0
.,0,0
she,0,0
campaign,0,0
announce,1,0
Monday,0,0
it,0,0
be,0,0
launch,0,0
a,0,0
new,0,0
push,0,0
in,0,0
Arizona,0,0
",",0,0
include,0,0
a,0,0
campaign,0,0
stop,0,0
in,0,0
Phoenix,0,0
by,0,0
first,0,0
lady,0,0
Michelle,0,0
Obama,0,0
",",0,0
one,0,0
of,0,1
Clinton,0,0
's,0,0
most,0,0
effective,0,0
surrogate,0,0
.,0,0
a,0,0
additional,0,0
$,0,0
1,0,0
million,0,0
be,0,0
go,0,0
into,0,0
effort,0,0
in,0,0
Missouri,0,0
and,0,0
Indiana,0,0
",",0,0
both,0,0
state,0,0
with,0,0
competitive,0,0
Senate,0,0
race,0,0
",",0,0
and,0,0
a,0,0
small,0,0
amount,0,0
of,0,1
tv,0,0
time,0,0
be,0,0
be,0,0
buy,0,0
in,0,0
Texas,0,0
and,0,0
media,0,0
appearance,0,0
be,0,0
schedule,1,0
in,0,0
Utah,0,0
.,0,0
on,0,0
the,0,0
other,0,0
side,0,0
",",0,0
Trump,0,0
's,0,0
campaign,0,0
dramatically,0,0
expand,0,0
its,0,0
ad,0,0
busy,0,0
in,0,0
seven,0,0
battleground,0,0
state,0,0
and,0,0
announce,1,0
plan,0,0
to,0,0
launch,0,0
a,0,0
$,0,0
2,0,0
million,0,0
advertising,0,0
blitz,0,0
in,0,0
long-shot,0,0
Virginia,0,0
.,0,0
Election,0,0
uncertainty,0,0
weigh,0,0
on,0,0
part,0,0
of,0,1
US,0,0
economy,0,0
:,0,0
Fed,0,0
Beige,0,0
Book,0,0
.,0,0
Washington,0,0
-LRB-,0,0
AFP,0,0
-RRB-,0,0
--,0,0
uncertainty,0,0
in,0,0
advance,0,0
of,0,1
next,0,0
month,0,0
's,0,0
US,0,0
election,0,0
be,0,0
weigh,0,0
on,0,0
some,0,0
business,0,0
sector,0,0
in,0,0
the,0,0
country,0,0
",",0,0
the,0,0
Federal,0,0
Reserve,0,0
's,0,0
Beige,0,0
Book,0,0
survey,0,0
say,0,1
Wednesday,1,0
.,0,0
the,0,0
survey,0,0
which,0,0
collect,0,0
the,0,0
view,0,0
of,0,1
economist,0,0
",",0,0
business,0,0
contact,0,0
and,0,0
other,0,0
in,0,0
the,0,0
12,0,0
Federal,0,0
Reserve,0,0
district,0,0
",",0,0
say,1,1
most,0,0
region,0,0
in,0,0
the,0,0
world,0,0
's,0,0
largest,0,0
economy,0,0
continue,0,0
to,0,0
expand,0,0
at,0,0
a,0,0
``,0,0
modest,0,0
or,0,0
moderate,0,0
pace,0,0
.,0,0
'',0,0
Labor,0,0
market,0,0
condition,0,0
remain,0,0
``,0,0
tight,0,0
",",0,0
'',0,0
with,0,0
``,0,0
modest,0,0
'',0,0
employment,0,0
and,0,0
wage,0,0
gain,0,0
",",0,0
accord,0,0
to,1,0
the,0,0
survey,0,0
",",0,0
which,0,0
be,0,0
prepare,0,0
in,0,0
advance,0,0
of,0,1
a,0,0
November,0,0
1-2,0,0
monetary,0,0
policy,0,0
meeting,0,0
.,0,0
the,0,0
strength,0,0
of,0,1
the,0,0
US,0,0
dollar,0,0
also,0,0
hold,0,0
back,0,0
export,0,0
of,0,1
manufacture,0,0
goods,0,0
",",0,0
it,0,0
say,1,1
.,0,0
the,0,0
report,0,0
note,1,1
improve,0,0
condition,0,0
in,0,0
the,0,0
St.,0,0
Louis,0,0
",",0,0
Kansas,0,0
City,0,0
and,0,0
Dallas,0,0
district,0,0
while,0,0
economic,0,0
activity,0,0
in,0,0
the,0,0
New,0,0
York,0,0
region,0,0
be,0,0
unchanged,0,0
.,0,0
``,0,0
outlook,0,0
be,0,0
mostly,0,0
optimistic,0,0
",",0,0
although,0,0
contact,0,0
in,0,0
a,0,0
few,0,0
district,0,0
express,0,0
concern,0,0
about,0,0
economic,0,0
uncertainty,0,0
surround,0,0
the,0,0
upcoming,0,0
presidential,0,0
election,0,0
",",0,0
'',0,0
accord,0,0
to,1,0
the,0,0
report,0,0
.,0,0
report,0,0
collect,0,0
in,0,0
the,0,0
Boston,0,0
region,0,0
find,0,0
election,0,0
uncertainty,0,0
be,0,0
``,0,0
delay,0,0
some,0,0
business,0,0
decision,0,0
",",0,0
'',0,0
and,0,0
cause,0,0
some,0,0
``,0,0
subdued,0,0
'',0,0
demand,0,0
for,0,0
loan,0,0
and,0,0
leasing,0,0
",",0,0
while,0,0
Dallas,0,0
say,0,1
there,0,0
be,0,0
concern,0,0
it,0,0
``,0,0
will,0,0
impact,0,0
consumer,0,0
spending,0,0
",",0,0
'',0,0
accord,0,0
to,1,0
the,0,0
report,0,0
.,0,0
the,0,0
federal,0,0
Reserve,0,0
policymaker,0,0
be,0,0
next,0,0
due,0,0
to,0,0
meet,0,0
at,0,0
the,0,0
start,0,0
of,0,1
November,0,0
",",0,0
a,0,0
week,0,0
before,0,0
the,0,0
presidential,0,0
and,0,0
congressional,0,0
election,0,0
.,0,0
most,0,0
forecast,0,0
model,0,0
give,0,0
democratic,0,0
presidential,0,0
nominee,0,0
Hillary,0,0
Clinton,0,0
a,0,0
strong,0,0
advantage,0,0
over,0,0
Republican,0,0
Donald,0,0
Trump,0,0
.,0,0
however,0,0
poll,0,0
show,0,0
high,0,0
level,0,0
of,0,1
voter,0,0
discontent,0,0
